UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,10,197398392.7607826292514801,312350631.3104034066200256,157013372.4442400932312012,234036127.9277779757976532,500980152.4509890675544739
