UE idx,lambdaBS,lambdaUE,deployRange,minRatereq,powerFac,lower_bound_thresh,mean_rate_before_handoff_affected,mean_rate_after_handoff_affected,mean_rate_before_handoff_not_affected,mean_rate_after_handoff_not_affected,rate_after_handoff_fr2
1,25,250,300.000000,400000000.000000,10.000000,0.100000,97877611.7941245138645172,36132613.9507893770933151,98461087.8163354843854904,98819102.5740878582000732,688817868.5092452764511108
