UEIdx,lambdaBS,lambdaUE,numBlockers,deployRange,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,powerFac,lower_bound_thresh,GroupCount,mean_meanOutageDuration_wo_CF,std_meanOutageDuration_wo_CF,median_meanOutageDuration_wo_CF,mean_outageProbability_wo_CF,std_outageProbability_wo_CF,median_outageProbability_wo_CF,mean_meanOutageDuration,std_meanOutageDuration,median_meanOutageDuration,mean_outageProbability,std_outageProbability,median_outageProbability,mean_meanOutageDuration_wi_BF,std_meanOutageDuration_wi_BF,median_meanOutageDuration_wi_BF,mean_outageProbability_wi_BF,std_outageProbability_wi_BF,median_outageProbability_wi_BF
15,64,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,76,0.161881252246984,0.191249855859589,0.07,0.0116776257402449,0.0215774167165447,0.00380083117585345,0.0261782675001469,0.0322837410474271,0.0020294214747952,0.000116667175219599,4.87788123022142e-10,0.0001166672250003,0.0261782675001469,0.0322837410474271,0.0020294214747952,0.000116667175219599,4.87788123022142e-10,0.0001166672250003
16,25,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,96,0.300075422948618,0.271008447505501,0.0805880375380685,0.0347558332723973,0.0431643755419589,0.0072967955860174,0.029915563568954,0.0340644054533424,0.00184211500000465,0.000116667362326797,7.04813593244834e-10,0.00011666728333365,0.029915563568954,0.0340644054533424,0.00184211500000465,0.000116667362326797,7.04813593244834e-10,0.00011666728333365
16,36,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,91,0.200785366600476,0.227395073181309,0.07,0.0206961073925422,0.0338928598407622,0.0037027624170588,0.0307548988368537,0.0337795436456949,0.002258074193554,0.0001166672479857,5.99999487081706e-10,0.000116667166667,0.0307548988368537,0.0337795436456949,0.002258074193554,0.0001166672479857,5.99999487081706e-10,0.000116667166667
16,49,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,84,0.152247858091299,0.187680305314101,0.07,0.0128574663447693,0.027976458454138,0.0021909402069718,0.0315801637044378,0.0332668358581283,0.0033409186136436,0.00011765919285741,9.09248432275325e-06,0.00011666700000025,0.0315801637044378,0.0332668358581283,0.0033409186136436,0.00011765919285741,9.09248432275325e-06,0.00011666700000025
16,64,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,76,0.153484017067809,0.198711890324545,0.07,0.00963207851635693,0.0194927672231644,0.0031728443920129,0.0315583952938454,0.0334782826651025,0.0033333428571492,0.000116667124342375,4.93577081516598e-10,0.0001166670000002,0.0315583952938454,0.0334782826651025,0.0033333428571492,0.000116667124342375,4.93577081516598e-10,0.0001166670000002
17,25,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,96,0.344736052280899,0.265099671759115,0.493775640867452,0.0418720746173703,0.0463883814703913,0.0286203302743948,0.023489880783358,0.0322979048470178,0.0014738573071863,0.000116667485069927,7.58871856701021e-10,0.0001166674416671,0.023489880783358,0.0322979048470178,0.0014738573071863,0.000116667485069927,7.58871856701021e-10,0.0001166674416671
17,36,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,91,0.267527105770183,0.252822314702733,0.07,0.0269868466687327,0.0352383445630293,0.0051166676666672,0.0253283080519376,0.0324223250548762,0.0020000097142902,0.000116667292491199,5.86685207728438e-10,0.0001166672333336,0.0253283080519376,0.0324223250548762,0.0020000097142902,0.000116667292491199,5.86685207728438e-10,0.0001166672333336
17,49,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,84,0.209379005181431,0.232034306331492,0.07,0.0184210928861955,0.0276126486454176,0.0052728181664636,0.0228943101472355,0.0313193490399145,0.001521748913049,0.000116667286706705,5.20199883147933e-10,0.0001166674166671,0.0228943101472355,0.0313193490399145,0.001521748913049,0.000116667286706705,5.20199883147933e-10,0.0001166674166671
17,64,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,76,0.161701984281021,0.201702206796297,0.07,0.013715566773793,0.0261461398998154,0.0037911274378621,0.022927783873652,0.0309562324169007,0.0019097320052134,0.000118860224342433,1.34281104175669e-05,0.00011666726666695,0.022927783873652,0.0309562324169007,0.0019097320052134,0.000118860224342433,1.34281104175669e-05,0.00011666726666695
18,25,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,96,0.325390794372987,0.269481192570617,0.0946884128116316,0.0343413620723136,0.0405653794856817,0.0082148538603309,0.0294149975739784,0.0337765166913454,0.0024253382078904,0.0001276719387036,0.000107822852398411,0.0001166672000003,0.0294149975739784,0.0337765166913454,0.0024253382078904,0.0001276719387036,0.000107822852398411,0.0001166672000003
18,36,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,91,0.23720730766078,0.241634649728956,0.07,0.0204164605326278,0.0310999683300164,0.0051833343000001,0.0281474030676052,0.0328957901788863,0.0026923173076983,0.000121767680545777,4.86555487492275e-05,0.0001166670833336,0.0281474030676052,0.0328957901788863,0.0026923173076983,0.000121767680545777,4.86555487492275e-05,0.0001166670833336
18,49,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,84,0.185778785498679,0.223891353247302,0.07,0.0142490672062299,0.0250239023870835,0.00335769355168355,0.0319213244598382,0.0340090531349716,0.00388889833333825,0.000132211820091932,0.000142469446097836,0.00011666695833355,0.0319213244598382,0.0340090531349716,0.00388889833333825,0.000132211820091932,0.000142469446097836,0.00011666695833355
18,64,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,76,0.125519573443367,0.164977798289668,0.07,0.0100339939397564,0.0215124245851755,0.00113333353333355,0.0347494478198844,0.0340899301711112,0.0189583406250029,0.00011666715964942,5.50133374842494e-10,0.00011666686666675,0.0347494478198844,0.0340899301711112,0.0189583406250029,0.00011666715964942,5.50133374842494e-10,0.00011666686666675
19,25,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,96,0.332248939859216,0.264322494940271,0.356831654152123,0.0368699224705961,0.0445155162343086,0.0122071899207582,0.0223002975725187,0.0315687607988836,0.0016358811118248,0.000118403515104586,1.19646969383862e-05,0.00011666738333375,0.0223002975725187,0.0315687607988836,0.0016358811118248,0.000118403515104586,1.19646969383862e-05,0.00011666738333375
19,36,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,91,0.260322358299228,0.257345537151727,0.07,0.0271911795721231,0.0364057812307811,0.006366667916667,0.0233058301559564,0.031700108091867,0.0014893714893666,0.000116667357692705,6.04256368796935e-10,0.0001166674333337,0.0233058301559564,0.031700108091867,0.0014893714893666,0.000116667357692705,6.04256368796935e-10,0.0001166674333337
19,49,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,84,0.190350536858902,0.218830926083445,0.07,0.0178082256210113,0.0297396905812319,0.0058133364445054,0.0244268820952123,0.0324437102232614,0.0014608793565274,0.000116667310317827,5.61290085859941e-10,0.0001166674500004,0.0244268820952123,0.0324437102232614,0.0014608793565274,0.000116667310317827,5.61290085859941e-10,0.0001166674500004
19,64,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,76,0.153661732579477,0.198432846655519,0.07,0.0138479119251699,0.0259063989785788,0.003783334066667,0.0245658827760324,0.0321574936618136,0.0019444541666725,0.000116667261184563,5.24718112574809e-10,0.00011666725000035,0.0245658827760324,0.0321574936618136,0.0019444541666725,0.000116667261184563,5.24718112574809e-10,0.00011666725000035
20,25,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,96,0.285223499060684,0.25341768194305,0.0757140943110743,0.0357243248266873,0.044794741842569,0.00630932705182435,0.0281328970671589,0.0335204618832105,0.00168700162892565,0.00011666739878514,7.20219016439056e-10,0.00011666734166705,0.0281328970671589,0.0335204618832105,0.00168700162892565,0.00011666739878514,7.20219016439056e-10,0.00011666734166705
20,36,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,91,0.258803098871626,0.25514298184642,0.07,0.0273008226180732,0.0390428682579204,0.0058664293954846,0.0278272890486622,0.0335379473085564,0.0017073268292722,0.00011666731282089,6.39493185632011e-10,0.0001166673333336,0.0278272890486622,0.0335379473085564,0.0017073268292722,0.00011666731282089,6.39493185632011e-10,0.0001166673333336
20,49,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,84,0.200933917563175,0.225316679049104,0.07,0.0209161890455778,0.0332599021620017,0.00370000071666695,0.0284280107352912,0.0336607039867822,0.0018670083108166,0.00011666728511942,5.95813579325938e-10,0.0001166672750003,0.0284280107352912,0.0336607039867822,0.0018670083108166,0.00011666728511942,5.95813579325938e-10,0.0001166672750003
20,64,250,1600,300,0.02,0,0.05,0,0,0,400000000,10,0.1,76,0.138516271372104,0.184069954934783,0.07,0.0104691748897432,0.0231282830855269,0.00335000060833375,0.0295510634977604,0.0338011876707287,0.00229570859677895,0.000116667143421337,4.7286448710056e-10,0.0001166671583336,0.0295510634977604,0.0338011876707287,0.00229570859677895,0.000116667143421337,4.7286448710056e-10,0.0001166671583336
