UEIdx,lambdaBS,lambdaUE,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,powerFac,GroupCount,mean_meanOutageDuration_wo_CF,std_meanOutageDuration_wo_CF,mean_outageProbability_wo_CF,std_outageProbability_wo_CF,mean_meanOutageDuration,std_meanOutageDuration,mean_outageProbability,std_outageProbability
1,25,50,4000,0.02,0,0.05,0,0,0,200000000,1000,62,0.505997371667064,0.233227297733258,0.173534976872513,0.0971928570533778,0.304770442433181,0.299385848188467,0.102491820180904,0.110630449664608
