UEIdx,numBS,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,outageProbability_wo_CF_Analysis,outageProbabilityAnalysis,meanOutageDuration_wo_CF,outageProbability_wo_CF,GroupCount,mean_meanOutageDuration,std_meanOutageDuration,mean_outageProbability,std_outageProbability
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.0641407453536724,0.0641407453536724,0.110831567459839,0.0454717292050505,1,0.0997068037868616,0,0.0409074858869985,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.065362951779543,0.065362951779543,0.128313663372854,0.0571708655694604,1,0.126241166526535,0,0.0562474530857118,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.0665650746614922,0.0665650746614922,0.141241807480877,0.0825479897054903,1,0.115332255382588,0,0.0674052959236017,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.0674521938505971,0,0.103995490729392,0.0326430290345036,1,2.6558663643e-05,0,8.3364694213e-06,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.0683644116916203,0.0683644116916203,0.151437508126462,0.0970882690988536,1,0.151437508126462,0,0.0970882690988536,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.0691726776158129,0.0691726776158129,0.133984431274047,0.0693741610818954,1,0.133984431274047,0,0.0693741610818954,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.0696463935287632,0.0696463935287632,0.152090747958278,0.0915079333548973,1,0.152090747958278,0,0.0915079333548973,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.0705975852636858,0.0705975852636858,0.143106943898652,0.0774765093495759,1,0.0964237962229051,0,0.0522027718995673,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.0708041338114123,0,0.126508498724299,0.0397798945988629,1,0.0134738097938233,0,0.0042367646351689,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.0725596011780023,0.0725596011780023,0.151438105882587,0.0912414587942585,1,0.0814575957102263,0,0.0490782014154113,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.0740036730079784,0.0740036730079784,0.153693628679453,0.0946496596617633,1,0.153693628679453,0,0.0946496596617633,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.07400881133936,0.07400881133936,0.1572838080158,0.0973412011831115,1,0.129242679225133,0,0.0799868581426657,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.0748688900052665,0.0748688900052665,0.14941352694797,0.0820114247914414,1,0.130831287950981,0,0.071811840275316,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.0748718836030924,0.0748718836030924,0.139139077107946,0.0710382288123348,1,0.137911337412832,0,0.0704113994902182,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.075566960770278,0,0.124942753483048,0.0489012054604485,1,0.0007136356489313,0,0.0002793090637067,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.0767597443652168,0.0767597443652167,0.17012399267348,0.116629448310597,1,0.17012399267348,0,0.116629448310597,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.0768152487156436,0.0768152487156436,0.137954622290814,0.0728477047152324,1,0.137954622290814,0,0.0728477047152324,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.0770242462712355,0.0770242462712355,0.133233212100139,0.0678749197199044,1,0.133227759537435,0,0.0678721419421266,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.077586378422907,0.0775863784229071,0.1529265606306,0.0934551203853666,1,0.143976435087131,0,0.0879855992199132,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.0776418432809659,0.0776418432809659,0.164245929164552,0.0974069607684221,1,0.157620251548159,0,0.0934775658487,0
1,2,4000,0.02,0,0.01,0,0,0,100000000,0.0787682724154048,0.0787682724154047,0.141566708913032,0.0688957983376755,1,0.124867201977297,0,0.0607687049622844,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.0205784855803007,0,0.137489447291674,0.0457152412244814,1,0.0200260529932228,0,0.0066586626202466,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.0309129981539244,0.0309129981539243,0.124032233035601,0.0537473009820938,1,0.124032233035601,0,0.0537473009820938,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.0333673900744171,0.0333673900744171,0.100015394985878,0.0356443754908004,1,0.0986294411102641,0,0.0351504369290191,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.0378250143662537,0.0378250143662537,0.167495754250843,0.0714183285486232,1,0.159213835224452,0,0.0678870102970925,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.0388194783079915,0.0388194783079915,0.0978913369780682,0.0335549749530378,1,0.0777662226076533,0,0.0266565329716234,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.0408341589332645,0,0.102375075636154,0.0324472114724588,1,0.0147517424120695,0,0.0046754828033809,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.047342896268804,0,0.115531070679677,0.047656566655367,1,0.0002227156352065,0,9.18701995227e-05,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.0517063273691973,0.0517063273691973,0.115099786579997,0.0489493814594378,1,0.112662881401675,0,0.0479130198405457,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.0523405874396944,0.0523405874396944,0.124174955436549,0.0529468212764173,1,0.124174955436549,0,0.0529468212764173,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.0535194857698566,0.0535194857698565,0.13219627066267,0.0597086489159727,1,0.0913262671555669,0,0.0412490306652644,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.0559251920497605,0.0559251920497605,0.203612179774223,0.0899287127336152,1,0.0871992777320007,0,0.0385130143316336,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.056797121538128,0.056797121538128,0.171592665971796,0.0876552535339259,1,0.171592665971796,0,0.0876552535339259,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.0569183912217126,0.0569183912217126,0.159532396871392,0.0921742737479156,1,0.158799747606534,0,0.0917509652837753,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.0594672191529563,0,0.134401256824994,0.0657072811144415,1,0.0033480335160225,0,0.001636816385611,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.0608763957650285,0,0.110593006315615,0.0406736501005207,1,0.0025400798734823,0,0.0009341849312474,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.0633526793416813,0.0633526793416813,0.177677282887749,0.107840239752703,1,0.177317445681815,0,0.107621838559657,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.064396527231169,0.064396527231169,0.152105524276261,0.0789681180200922,1,0.0693750101337698,0,0.0360171927611155,0
1,2,4000,0.02,0,0.02,0,0,0,100000000,0.0644830176072334,0.0644830176072334,0.123209999574215,0.057018849802956,1,0.0611375519794236,0,0.028293100443811,0
