UEIdx,lambdaBS,lambdaUE,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,powerFac,GroupCount,mean_meanOutageDuration_wo_CF,std_meanOutageDuration_wo_CF,mean_outageProbability_wo_CF,std_outageProbability_wo_CF,mean_meanOutageDuration,std_meanOutageDuration,mean_outageProbability,std_outageProbability
1,25,50,4000,0.02,0,0.05,0,0,0,100000000,1000,99,0.484838783086034,0.246414042284607,0.175906704444874,0.101851223956425,0.000497901441931903,0.000971526416086475,0.000172856927986951,0.000374504329977447
