UEIdx,lambdaBS,lambdaUE,numBlockers,deployRange,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,powerFac,lower_bound_thresh,GroupCount,mean_meanOutageDuration_wo_CF,std_meanOutageDuration_wo_CF,mean_outageProbability_wo_CF,std_outageProbability_wo_CF,mean_meanOutageDuration,std_meanOutageDuration,mean_outageProbability,std_outageProbability
1,25,500,314,20,0.02,0,0.05,0,0,0,400000000,10,0.1,99,0.421379921957961,0.250890666451156,0.0118774819723849,0.00877543905640189,0.00572786119316464,0.0046611210643845,0.000116666927946238,1.23415828883717e-10
1,25,1000,314,20,0.02,0,0.05,0,0,0,400000000,10,0.1,99,0.402071768272609,0.233037796364154,0.0122215333744727,0.00995502696626929,0.00566056188240888,0.00464817021411495,0.000118674703910814,1.99770007090875e-05
1,25,1500,314,20,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.416019997334662,0.243104078495681,0.0117076272486621,0.00927520232393196,0.153324070842527,0.242677232024478,0.00418667276523709,0.00757612257738401
1,25,2000,314,20,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.41233842613595,0.245244526079461,0.0127260409304705,0.00957664013595928,0.355120722349642,0.270589104503531,0.0113233804852648,0.0102975889322967
2,25,500,314,20,0.02,0,0.05,0,0,0,400000000,10,0.1,99,0.412260742907022,0.243349776236259,0.0128087540422157,0.0106068350009065,0.00662253182407624,0.00875231502677575,0.000131276263571885,0.000145360948060884
2,25,1000,314,20,0.02,0,0.05,0,0,0,400000000,10,0.1,99,0.416648351456846,0.241938119451928,0.0129147162107555,0.0100456362737646,0.00619172823607837,0.0108651831076182,0.000154857457634152,0.00036787562278687
2,25,1500,314,20,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.400057173759752,0.249927702694699,0.0128386848060313,0.0106618267660609,0.179697668914528,0.245065940137505,0.00617901577377418,0.00944681346995217
2,25,2000,314,20,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.404962180178049,0.238965059843442,0.0119316957907238,0.00938085230452482,0.33339222528744,0.261771822188397,0.0102563042138765,0.00990008501231315
