UEIdx,lambdaBS,lambdaUE,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,GroupCount,mean_meanOutageDuration_wo_CF,std_meanOutageDuration_wo_CF,mean_outageProbability_wo_CF,std_outageProbability_wo_CF,mean_meanOutageDuration,std_meanOutageDuration,mean_outageProbability,std_outageProbability
1,25,50,400,0.05,0,0.05,0,0,0,400000000,50,0.42199524,0.260974541369934,0.0200288808411597,0.0155208447607055,0.201609364663682,0.25545883331113,0.0104130289851495,0.0148557250040505
