lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,GroupCount,mean_mmW_rate_1,std_mmW_rate_1,median_mmW_rate_1,mean_mmW_rate_2,std_mmW_rate_2,median_mmW_rate_2,mean_users_not_bb,std_users_not_bb,median_users_not_bb,mean_mmW_rate_1_small,std_mmW_rate_1_small,median_mmW_rate_1_small,mean_mmW_rate_2_small,std_mmW_rate_2_small,median_mmW_rate_2_small,mean_users_not_bb_small,std_users_not_bb_small,median_users_not_bb_small
25,250,400,100,400000000,10,0.1,97,675090263.682041,152744614.329768,651852443.845046,679417244.119625,160512373.511422,646774993.328676,7.42861647855531,1.170145526149,7.64705882352941,170969865.929902,158566034.825069,185292967.884718,184041839.040055,175276640.081792,192273565.105693,2.40836763114345,6.08778872596656,0.675675675675676
