UEIdx,lambdaBS,lambdaUE,numBlockers,GroupCount,mean_rate_before_handoff,std_rate_before_handoff,mean_rate_after_handoff,std_rate_after_handoff
1,25,40,400,99,31944917.0163785,4397382.54825338,30974419.5332267,4331358.00674625
