UEIdx,lambdaBS,lambdaUE,numBlockers,powFactor,GroupCount,mean_rate_before_handoff,std_rate_before_handoff,mean_rate_after_handoff,std_rate_after_handoff,mean_rate_mmW,std_rate_mmW
1,25,40,400,1000,99,322976453.284912,13439157.8942596,264815415.043153,16657491.0210161,8124447525.96088,2019265042.05423
