UEIdx,lambdaBS,lambdaUE,numBlockers,deployRange,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,powerFac,lower_bound_thresh,GroupCount,mean_meanOutageDuration_wo_CF,std_meanOutageDuration_wo_CF,median_meanOutageDuration_wo_CF,mean_outageProbability_wo_CF,std_outageProbability_wo_CF,median_outageProbability_wo_CF,mean_meanOutageDuration,std_meanOutageDuration,median_meanOutageDuration,mean_outageProbability,std_outageProbability,median_outageProbability,,,,
1,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.085234222,0.086665809,0.07,0.001203146,0.004493491,1.94E-05,0.072396582,0.051865408,0.07,0.000549452,0.002225036,1.94E-05,,,,
2,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.08013085,0.069533924,0.07,0.000944353,0.003847531,1.94E-05,0.06585672,0.016312137,0.07,0.000215447,0.000912974,1.94E-05,,,,
3,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.073707203,0.03833646,0.07,0.000218503,0.000912032,1.94E-05,0.068485728,0.009445649,0.07,0.000153535,0.000753903,1.94E-05,,,,
4,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.084918904,0.082635786,0.07,0.001191572,0.003644078,1.94E-05,0.070979833,0.049710096,0.07,0.000799798,0.003076455,1.94E-05,,,,
5,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.093492173,0.101020647,0.07,0.001286619,0.005415123,1.94E-05,0.069273195,0.026670917,0.07,0.000309411,0.001362303,1.94E-05,,,,
6,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.090403209,0.100334198,0.07,0.001168087,0.004630233,1.94E-05,0.069113106,0.032811896,0.07,0.000260628,0.001071045,1.94E-05,,,,
7,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.0849894,0.083676656,0.07,0.00123987,0.005658958,1.94E-05,0.071468354,0.052477494,0.07,0.000664379,0.004913551,1.94E-05,,,,
8,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.08199394,0.081256665,0.07,0.000824683,0.002823414,1.94E-05,0.071025258,0.043612441,0.07,0.000373531,0.001560393,1.94E-05,,,,
9,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.084365334,0.080130597,0.07,0.001236891,0.004367564,1.94E-05,0.069329959,0.044486583,0.07,0.000520241,0.002451416,1.94E-05,,,,
10,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.07580178,0.055901973,0.07,0.000659178,0.002184175,1.94E-05,0.069794897,0.012907358,0.07,0.000448937,0.001410223,1.94E-05,,,,
11,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.096657886,0.114164662,0.07,0.001609595,0.005025025,1.94E-05,0.072523352,0.046799481,0.07,0.000706719,0.002322728,1.94E-05,,,,
12,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.085555679,0.084255749,0.07,0.001357548,0.004415772,1.94E-05,0.06997587,0.051949817,0.07,0.000536228,0.002190948,1.94E-05,,,,
13,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.089069082,0.092735257,0.07,0.000987806,0.003008657,1.94E-05,0.075300807,0.062260674,0.07,0.000569265,0.001904373,1.94E-05,,,,
14,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.080339666,0.074104939,0.07,0.00058197,0.002352035,1.94E-05,0.066678017,0.013787482,0.07,0.000165224,0.000735,1.94E-05,,,,
15,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.080766101,0.072415317,0.07,0.000988368,0.004293109,1.94E-05,0.06975867,0.022316808,0.07,0.00039704,0.001379731,1.94E-05,,,,
16,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.085248267,0.086701442,0.07,0.000666985,0.002532616,1.94E-05,0.0739104,0.055236489,0.07,0.000347869,0.00157471,1.94E-05,,,,
17,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.091855989,0.106820635,0.07,0.001321903,0.005233287,1.94E-05,0.066765657,0.014127616,0.07,0.000259486,0.001202191,1.94E-05,,,,
18,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.085546981,0.089359894,0.07,0.001298229,0.004379823,1.94E-05,0.070690041,0.055894395,0.07,0.000550949,0.001849437,1.94E-05,,,,
19,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.082220428,0.084220213,0.07,0.001195302,0.004889571,1.94E-05,0.065826702,0.015530134,0.07,0.000328686,0.001130779,1.94E-05,,,,
20,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.084868682,0.084299595,0.07,0.001093686,0.004270983,1.94E-05,0.068863603,0.017514653,0.07,0.000373462,0.001307958,1.94E-05,,,,
21,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.078585292,0.059898218,0.07,0.000747607,0.002129437,1.94E-05,0.067516078,0.011701034,0.07,0.000510354,0.001500547,1.94E-05,,,,
22,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.093979794,0.10384192,0.07,0.002017802,0.007061789,1.94E-05,0.069146722,0.049365847,0.07,0.000465074,0.002022607,1.94E-05,,,,
23,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.069766605,0.002671384,0.07,0.000784867,0.001825755,1.94E-05,0.065332743,0.015819285,0.07,0.000489472,0.001380078,1.94E-05,,,,
24,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.099931366,0.118711806,0.07,0.001748186,0.005702671,1.94E-05,0.073368335,0.066774407,0.07,0.000580301,0.002254079,1.94E-05,,,,
25,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.070005323,0.002832223,0.07,0.000527546,0.001605474,1.94E-05,0.06795735,0.00981276,0.07,0.000395672,0.001343029,1.94E-05,,,,
26,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.111940533,0.140607132,0.07,0.002634774,0.007519783,1.94E-05,0.092972469,0.111453872,0.07,0.001885052,0.00664616,1.94E-05,,,,
27,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.084478779,0.083009022,0.07,0.001214814,0.004796217,1.94E-05,0.066395348,0.014908275,0.07,0.000305781,0.001223791,1.94E-05,,,,
28,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.079050969,0.064990028,0.07,0.000819468,0.002494798,1.94E-05,0.067405349,0.016810005,0.07,0.000418165,0.001249751,1.94E-05,,,,
29,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.087104772,0.097381441,0.07,0.000811462,0.004247216,1.94E-05,0.06713979,0.013639469,0.07,6.71E-05,0.000452283,1.94E-05,,,,
30,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.08515778,0.086991277,0.07,0.001261307,0.005150754,1.94E-05,0.065520383,0.01606303,0.07,0.00026657,0.000955989,1.94E-05,,,,
31,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.095721007,0.110094669,0.07,0.001983717,0.006417165,1.94E-05,0.082307096,0.078072913,0.07,0.001333569,0.005344811,1.94E-05,,,,
32,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.079085149,0.063854734,0.07,0.000654921,0.004294165,1.94E-05,0.067224936,0.013556891,0.07,0.000119476,0.000693959,1.94E-05,,,,
33,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.085306523,0.089285615,0.07,0.001267194,0.004719722,1.94E-05,0.07097646,0.034055545,0.07,0.00053772,0.001739739,1.94E-05,,,,
34,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.081394154,0.075264168,0.07,0.001312825,0.005004611,1.94E-05,0.071460152,0.049895268,0.07,0.000673091,0.002749267,1.94E-05,,,,
35,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.08540938,0.085774858,0.07,0.001804924,0.00637242,1.94E-05,0.075164148,0.073497272,0.07,0.001259303,0.005872903,1.94E-05,,,,
36,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.090748955,0.100611159,0.07,0.000931779,0.003433683,1.94E-05,0.070229041,0.05425234,0.07,0.000235817,0.001579458,1.94E-05,,,,
37,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.085534055,0.081480461,0.07,0.000489118,0.001959782,1.94E-05,0.066298307,0.019162396,0.07,5.11E-05,0.000215157,1.94E-05,,,,
38,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.085030812,0.084337449,0.07,0.001486214,0.004948463,1.94E-05,0.070767147,0.041612404,0.07,0.000697772,0.002557258,1.94E-05,,,,
39,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.088149634,0.092748568,0.07,0.001145641,0.004218756,1.94E-05,0.083509856,0.083256249,0.07,0.000899633,0.003740471,1.94E-05,,,,
40,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.08523719,0.0849465,0.07,0.001373167,0.004809681,1.94E-05,0.071780769,0.043166998,0.07,0.000724107,0.002757033,1.94E-05,,,,
41,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.096676996,0.115431611,0.07,0.00198675,0.006612908,1.94E-05,0.080825997,0.070317436,0.07,0.001118915,0.003501384,1.94E-05,,,,
42,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.070049412,0.001752347,0.07,0.000506917,0.001551842,1.94E-05,0.068026401,0.009957113,0.07,0.000357861,0.001230083,1.94E-05,,,,
43,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.074987147,0.047420373,0.07,0.000704305,0.002382918,1.94E-05,0.070956288,0.032433429,0.07,0.000483577,0.001751295,1.94E-05,,,,
44,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.074504957,0.046112816,0.07,0.000598933,0.002468953,1.94E-05,0.067417515,0.012211118,0.07,0.000255619,0.001042876,1.94E-05,,,,
45,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.095084233,0.109039816,0.07,0.001870958,0.007273782,1.94E-05,0.079819671,0.075093683,0.07,0.001376218,0.006709018,1.94E-05,,,,
46,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.074714715,0.05012709,0.07,0.000535259,0.002251677,1.94E-05,0.067386295,0.012153238,0.07,0.000242794,0.000976447,1.94E-05,,,,
47,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.080776748,0.076747299,0.07,0.0005968,0.003414834,1.94E-05,0.068662961,0.015889603,0.07,0.000122776,0.000550443,1.94E-05,,,,
48,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.070107345,0.001554892,0.07,0.000425281,0.001379279,1.94E-05,0.069112613,0.005772954,0.07,0.000353214,0.001182145,1.94E-05,,,,
49,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.089199544,0.092370239,0.07,0.001127441,0.004527309,1.94E-05,0.079158629,0.073224338,0.07,0.00079716,0.004066685,1.94E-05,,,,
50,25,500,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,98,0.105378306,0.128817219,0.07,0.002143568,0.006414231,1.94E-05,0.077506168,0.078467247,0.07,0.000733465,0.002279972,1.94E-05,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00052574,3.64E-04,1.50E+01,7.74E-04
1,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.113648175,0.145111978,0.07,0.00142943,0.004940648,1.94E-05,0.083049751,0.090041924,0.07,0.000739146,0.004000702,1.94E-05,,,,
2,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.097162174,0.117035883,0.07,0.001059869,0.003981344,1.94E-05,0.089814363,0.100320782,0.07,0.000927401,0.003795739,1.94E-05,,,,
3,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.087284965,0.095706935,0.07,0.000457702,0.002535021,1.94E-05,0.080113543,0.073990874,0.07,0.000292361,0.001986909,1.94E-05,,,,
4,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.10034335,0.118216601,0.07,0.001093992,0.00372891,1.94E-05,0.077224049,0.07283626,0.07,0.000554803,0.002722886,1.94E-05,,,,
5,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.086367301,0.09098153,0.07,0.00082093,0.00368718,1.94E-05,0.074164567,0.052516829,0.07,0.000490425,0.002902974,1.94E-05,,,,
6,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.097751969,0.118873536,0.07,0.000974615,0.004285076,1.94E-05,0.096553587,0.115126269,0.07,0.000954642,0.004253455,1.94E-05,,,,
7,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.090257092,0.096469558,0.07,0.000699496,0.002946705,1.94E-05,0.074678422,0.052117083,0.07,0.000280132,0.001436145,1.94E-05,,,,
8,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.090857605,0.100370407,0.07,0.000758534,0.003452289,1.94E-05,0.078055145,0.066569734,0.07,0.000463755,0.002839676,1.94E-05,,,,
9,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.112216294,0.140097593,0.07,0.001257773,0.004351543,1.94E-05,0.081696749,0.081785871,0.07,0.000582612,0.00307725,1.94E-05,,,,
10,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.09001752,0.096433348,0.07,0.000630336,0.002444149,1.94E-05,0.070344084,0.029733502,0.07,0.000239647,0.001040728,1.94E-05,,,,
11,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.101245781,0.122358901,0.07,0.000994276,0.003648384,1.94E-05,0.081085105,0.073360139,0.07,0.000503635,0.002349213,1.94E-05,,,,
12,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.09052516,0.097878433,0.07,0.000875935,0.003797712,1.94E-05,0.083584251,0.080507558,0.07,0.000635207,0.002959641,1.94E-05,,,,
13,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.091945113,0.1054118,0.07,0.000834306,0.004146629,1.94E-05,0.086536546,0.095055372,0.07,0.000728373,0.004020007,1.94E-05,,,,
14,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.075091629,0.050381842,0.07,0.000416454,0.002080709,1.94E-05,0.069887619,0.001647618,0.07,0.000242987,0.000883348,1.94E-05,,,,
15,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.081681073,0.07897389,0.07,0.00040358,0.00169504,1.94E-05,0.069031242,0.007471148,0.07,0.000202625,0.00086077,1.94E-05,,,,
16,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.075428738,0.052532675,0.07,0.000365365,0.001474288,1.94E-05,0.072211738,0.026105139,0.07,0.000287914,0.001092474,1.94E-05,,,,
17,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.096692929,0.114281259,0.07,0.001045036,0.004368228,1.94E-05,0.080768669,0.074238413,0.07,0.000658168,0.003625815,1.94E-05,,,,
18,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.097171996,0.11614182,0.07,0.001106618,0.004202715,1.94E-05,0.085588806,0.091096345,0.07,0.00076151,0.003332534,1.94E-05,,,,
19,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.093828931,0.116013991,0.07,0.000744582,0.003352599,1.94E-05,0.074311667,0.057922736,0.07,0.000343077,0.002014186,1.94E-05,,,,
20,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.076179569,0.062885718,0.07,0.000294565,0.001143233,1.94E-05,0.076179569,0.062885718,0.07,0.000294565,0.001143233,1.94E-05,,,,
21,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.097586934,0.118380933,0.07,0.000801893,0.002703368,1.94E-05,0.090652574,0.106313239,0.07,0.000658694,0.002441425,1.94E-05,,,,
22,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.108069092,0.136661005,0.07,0.001270463,0.004188696,1.94E-05,0.088128166,0.098539987,0.07,0.000784141,0.003208493,1.94E-05,,,,
23,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.099341602,0.117468613,0.07,0.00093303,0.003562424,1.94E-05,0.072801436,0.053703204,0.07,0.00045977,0.002604112,1.94E-05,,,,
24,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.104971088,0.125261075,0.07,0.001241576,0.004281116,1.94E-05,0.075370057,0.064585924,0.07,0.00057736,0.003063853,1.94E-05,,,,
25,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.093134287,0.11100602,0.07,0.000753956,0.003300495,1.94E-05,0.07379414,0.060498038,0.07,0.000176635,0.000915382,1.94E-05,,,,
26,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.113793498,0.145334748,0.07,0.001481032,0.004680355,1.94E-05,0.083610852,0.089772637,0.07,0.000836038,0.003666266,1.94E-05,,,,
27,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.090519075,0.098216824,0.07,0.000748986,0.003217397,1.94E-05,0.075824118,0.056319013,0.07,0.000341727,0.00202771,1.94E-05,,,,
28,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.10424622,0.132351375,0.07,0.001304951,0.004984097,1.94E-05,0.083080411,0.081414657,0.07,0.000741018,0.003783741,1.94E-05,,,,
29,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.085992953,0.088884716,0.07,0.000603988,0.003267984,1.94E-05,0.078834013,0.065923717,0.07,0.000431414,0.002887462,1.94E-05,,,,
30,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.09004198,0.097287995,0.07,0.000751179,0.003179629,1.94E-05,0.076435918,0.056078998,0.07,0.000454569,0.002393897,1.94E-05,,,,
31,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.118833704,0.142508067,0.07,0.001494402,0.004386702,1.94E-05,0.084815701,0.090218117,0.07,0.00075623,0.003307907,1.94E-05,,,,
32,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.074738289,0.045857305,0.07,0.000222539,0.001619872,1.94E-05,0.069270665,0.007153808,0.07,6.00E-05,0.000393479,1.94E-05,,,,
33,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.080075826,0.069901519,0.07,0.000577603,0.001936848,1.94E-05,0.069673764,0.009648994,0.07,0.000355165,0.001049857,1.94E-05,,,,
34,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.103697188,0.130269981,0.07,0.001091173,0.00402558,1.94E-05,0.077684544,0.074692975,0.07,0.000461502,0.002722164,1.94E-05,,,,
35,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.104082597,0.123377447,0.07,0.001203889,0.003990562,1.94E-05,0.092659157,0.099715401,0.07,0.001017487,0.003574331,1.94E-05,,,,
36,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.090509391,0.098021641,0.07,0.001033185,0.004962161,1.94E-05,0.09037184,0.097356184,0.07,0.001031734,0.004960724,1.94E-05,,,,
37,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.081039084,0.075274619,0.07,0.000488412,0.003071479,1.94E-05,0.075686566,0.056318785,0.07,0.000414072,0.00297608,1.94E-05,,,,
38,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.10147129,0.12177803,0.07,0.000880059,0.003125428,1.94E-05,0.075835151,0.056986631,0.07,0.00027793,0.001169249,1.94E-05,,,,
39,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.103798151,0.130535379,0.07,0.001430951,0.005557708,1.94E-05,0.097356598,0.119041987,0.07,0.001262755,0.005338298,1.94E-05,,,,
40,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.090530056,0.097848664,0.07,0.000642973,0.003123205,1.94E-05,0.077953668,0.068697253,0.07,0.000443911,0.002928301,1.94E-05,,,,
41,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.12288325,0.154558926,0.07,0.001539764,0.004167625,1.94E-05,0.090494332,0.104846528,0.07,0.000862808,0.003166424,1.94E-05,,,,
42,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.09033175,0.097578117,0.07,0.00066425,0.002825936,1.94E-05,0.077839098,0.06543798,0.07,0.000379515,0.002057081,1.94E-05,,,,
43,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.101346715,0.12066007,0.07,0.001074561,0.003879864,1.94E-05,0.076357138,0.056991353,0.07,0.000361426,0.00162134,1.94E-05,,,,
44,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.084781793,0.083218754,0.07,0.000371116,0.001739683,1.94E-05,0.071896018,0.025913872,0.07,0.000154332,0.000600247,1.94E-05,,,,
45,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.10123366,0.120456693,0.07,0.001050824,0.003800391,1.94E-05,0.076814357,0.05167912,0.07,0.000459615,0.002117695,1.94E-05,,,,
46,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.081027458,0.075335699,0.07,0.000468166,0.002343545,1.94E-05,0.069581378,0.008045994,0.07,0.000164998,0.00066155,1.94E-05,,,,
47,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.089925903,0.095487671,0.07,0.000984722,0.004853777,1.94E-05,0.083315139,0.079244918,0.07,0.000787894,0.004496422,1.94E-05,,,,
48,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.080028157,0.071326721,0.07,0.000411889,0.002228931,1.94E-05,0.079383132,0.071773485,0.07,0.00037695,0.002208764,1.94E-05,,,,
49,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.073591203,0.038092843,0.07,0.000194162,0.000753883,1.94E-05,0.072919429,0.038778512,0.07,0.000165612,0.000703022,1.94E-05,,,,
50,36,500,628,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,94,0.107469721,0.135352875,0.07,0.001237475,0.004093853,1.94E-05,0.091069716,0.102894885,0.07,0.00091539,0.003655181,1.94E-05,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000527074,2.74E-04,1.19E+01,4.62E-04
1,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.086226326,0.088018175,0.07,0.000777342,0.003455105,1.94E-05,0.065205038,0.017719977,0.07,1.94E-05,1.15E-10,1.94E-05,,,,
2,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.075618689,0.055536756,0.07,0.000449572,0.002192551,1.94E-05,0.064416778,0.018984466,0.07,1.96E-05,1.49E-06,1.94E-05,,,,
3,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.076160757,0.057463716,0.07,0.000373293,0.003300481,1.94E-05,0.069199799,0.007463777,0.07,1.94E-05,5.42E-11,1.94E-05,,,,
4,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.075364909,0.053179535,0.07,0.000338704,0.001853929,1.94E-05,0.066729625,0.01463776,0.07,5.43E-05,0.000324694,1.94E-05,,,,
5,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.080136451,0.068727515,0.07,0.000341544,0.001909598,1.94E-05,0.066032837,0.016160436,0.07,1.94E-05,8.21E-11,1.94E-05,,,,
6,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.087294781,0.092559613,0.07,0.000653461,0.003451551,1.94E-05,0.066814225,0.014596263,0.07,1.94E-05,7.53E-11,1.94E-05,,,,
7,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.075822638,0.054309954,0.07,0.00026222,0.002264456,1.94E-05,0.069201498,0.007447932,0.07,1.94E-05,3.90E-11,1.94E-05,,,,
8,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.082795081,0.083365895,0.07,0.000547136,0.002669587,1.94E-05,0.06600617,0.016267621,0.07,1.94E-05,1.11E-10,1.94E-05,,,,
9,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.081126597,0.073168842,0.07,0.000565974,0.00331174,1.94E-05,0.067601435,0.012765607,0.07,1.94E-05,8.75E-11,1.94E-05,,,,
10,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.080268675,0.070023846,0.07,0.000539819,0.002642647,1.94E-05,0.065205863,0.017716937,0.07,1.94E-05,1.11E-10,1.94E-05,,,,
11,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.091474609,0.099079473,0.07,0.000924789,0.004326302,1.94E-05,0.066014099,0.016235488,0.07,1.94E-05,9.18E-11,1.94E-05,,,,
12,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.081618203,0.07569472,0.07,0.000416236,0.002368107,1.94E-05,0.066058479,0.016061615,0.07,1.94E-05,1.07E-10,1.94E-05,,,,
13,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.088572603,0.098959013,0.07,0.000702414,0.003938327,1.94E-05,0.067681327,0.012354495,0.07,2.07E-05,1.17E-05,1.94E-05,,,,
14,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.07557141,0.054360356,0.07,0.000305222,0.001803203,1.94E-05,0.06680408,0.014642529,0.07,1.94E-05,8.95E-11,1.94E-05,,,,
15,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.080107137,0.068159815,0.07,0.000484902,0.003178201,1.94E-05,0.066813403,0.014600189,0.07,1.94E-05,8.96E-11,1.94E-05,,,,
16,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.088444873,0.100412588,0.07,0.000518993,0.002448531,1.94E-05,0.066025828,0.01618774,0.07,1.94E-05,7.10E-11,1.94E-05,,,,
17,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.075881279,0.056878469,0.07,0.000380515,0.002317432,1.94E-05,0.066800568,0.014658611,0.07,1.94E-05,1.07E-10,1.94E-05,,,,
18,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.074797379,0.048105319,0.07,0.000239918,0.001552534,1.94E-05,0.067604208,0.012750864,0.07,1.94E-05,7.68E-11,1.94E-05,,,,
