UEIdx,lambdaBS,lambdaUE,numBlockers,GroupCount,mean_rate_before_handoff,std_rate_before_handoff,mean_rate_after_handoff,std_rate_after_handoff
1,25,30,400,99,37623257.6310858,5303878.71719813,36314438.1614817,5101085.78670098
