UEIdx,lambdaBS,lambdaUE,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,powerFac,lower_bound_thresh,GroupCount,mean_meanOutageDuration_wo_CF,std_meanOutageDuration_wo_CF,mean_outageProbability_wo_CF,std_outageProbability_wo_CF,mean_meanOutageDuration,std_meanOutageDuration,mean_outageProbability,std_outageProbability
1,25,225,4000,0.02,0,0.05,0,0,0,400000000,100,0.05,98,0.626047593804699,0.138700654265013,0.230595298995387,0.0822090006271354,0.139937691384518,0.264135875217627,0.0546733133594702,0.109142302288303
1,25,225,4000,0.02,0,0.05,0,0,0,400000000,100,0.1,98,0.626047593804699,0.138700654265013,0.230595298995387,0.0822090006271354,0.139937691384518,0.264135875217627,0.0546733133594702,0.109142302288303
