UEIdx,lambdaBS,lambdaUE,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,GroupCount,mean_meanOutageDuration_wo_CF,std_meanOutageDuration_wo_CF,mean_outageProbability_wo_CF,std_outageProbability_wo_CF,mean_meanOutageDuration,std_meanOutageDuration,mean_outageProbability,std_outageProbability
1,25,60,40000,0.05,0,0.05,0,0,0,400000000,98,0.421658846938775,0.247628939700102,0.0216780896054423,0.0160536154366109,0.0887994184882234,0.0804828824753547,0.00463303293028948,0.00512395536299943
