UEIdx,numUEsub6,lambdaBS,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,GroupCount,mean_outageProbability_wo_CF_Analysis,std_outageProbability_wo_CF_Analysis,mean_outageProbabilityAnalysis,std_outageProbabilityAnalysis,mean_meanOutageDuration_wo_CF,std_meanOutageDuration_wo_CF,mean_outageProbability_wo_CF,std_outageProbability_wo_CF,mean_meanOutageDuration,std_meanOutageDuration,mean_outageProbability,std_outageProbability
1,2,300,4000,0.05,0,0.01,0,0,0,100000000,143,0.00194860590426544,0.0010807955536623,0,0,0.0128677124849081,0.00283404605147279,0.00457225902426258,0.0017985634344095,0.000351886254673063,0.000380840896133626,0.000100003558626664,1.19039464261016e-09
1,2,300,4000,0.05,0,0.02,0,0,0,10000000,125,0.00479651086510374,0.00357229088042667,0,0,0.0245743807571222,0.00942355464768214,0.00971021102920835,0.00520333594700671,0.000360027041096309,0.000217425706716517,0.000117470575468848,5.12207396219596e-06
1,2,300,4000,0.05,0,0.02,0,0,0,100000000,143,0.00385291484373317,0.00206996646059017,0,0,0.0232664900058641,0.0029741626517787,0.00819785519193545,0.0029243319927536,0.00041751572710905,0.000445060720522844,0.000116903283102173,2.78756488587867e-06
1,2,300,4000,0.05,0,0.05,0,0,0,10000000,125,0.0114605884934274,0.00627812678674966,0,0,0.0566263107862831,0.00958272875869906,0.0218636020536112,0.00843312223600216,0.000539489367009586,0.000414068323041035,0.00016933717053546,1.4725579797995e-05
1,2,300,4000,0.05,0,0.05,0,0,0,100000000,143,0.0095106883641512,0.00501223964443428,0,0,0.0551212510795713,0.00366436929476566,0.0189908022071137,0.00637859651474447,0.000612422757072333,0.000639146920875714,0.000168418353148748,1.19848423743753e-05
1,2,400,4000,0.02,0,0.01,0,0,0,10000000,139,0.00178793382607971,0.000990189005226265,0,0,0.0108576730318535,0.00232017796150726,0.00382210801534792,0.00149653298727057,0.000171209517892218,0.000104308236745176,5.00035181074705e-05,1.23073057177524e-09
1,2,400,4000,0.02,0,0.01,0,0,0,100000000,135,0.00177248979587182,0.000971956881148867,0,0,0.0109345383542052,0.00284962274543551,0.00381854618969706,0.00161016478484174,0.000168644703800557,9.21772636945014e-05,5.01269303723178e-05,1.43462312620097e-06
1,2,400,4000,0.02,0,0.02,0,0,0,10000000,139,0.00355926087646034,0.00196127073028371,0,0,0.0211161740745436,0.00236086266226373,0.00739141128082865,0.00259947634142481,0.000228826470828419,0.000136755727209645,6.69099676278417e-05,2.82724176758686e-06
1,2,400,4000,0.02,0,0.02,0,0,0,100000000,135,0.00350979042263677,0.00186859877089007,0,0,0.0212072197160448,0.00287148542387137,0.00733308701101163,0.00258691656140593,0.000226371390173115,0.000120654395040508,6.71639339525355e-05,4.04225167372813e-06
1,2,400,4000,0.02,0,0.05,0,0,0,10000000,139,0.00882459329298562,0.00482692930040225,0,0,0.0527202669055938,0.00286816347741893,0.0180311720818484,0.0062252870961473,0.000417124756170378,0.000257092042679769,0.000118468633934747,1.215349732603e-05
1,2,400,4000,0.02,0,0.05,0,0,0,100000000,135,0.00867587613642821,0.00454085447931843,0,0,0.0526891338663854,0.00310070613660355,0.0180273227937267,0.00606123258067986,0.000405302323202122,0.000218022025593646,0.000119139203829078,1.41831389739569e-05
1,2,400,4000,0.05,0,0.01,0,0,0,10000000,139,0.00178952178516797,0.000992723848917998,0,0,0.0123541562235945,0.00280847390151706,0.00432393910321441,0.00170536106312684,0.000339764897557299,0.000201411576434818,0.000100003502400027,1.19475836614521e-09
1,2,400,4000,0.05,0,0.01,0,0,0,100000000,135,0.0017770210344868,0.000985183639679025,0,0,0.0124202749836273,0.00331133931293633,0.00434100040601824,0.00185577532623829,0.000335905306822341,0.000182385225707477,0.000100126929384658,1.43445991031459e-06
1,2,400,4000,0.05,0,0.02,0,0,0,10000000,139,0.00356084454212775,0.00196329610366745,0,0,0.0228373959396922,0.00283982713989478,0.00790820233578348,0.0028455105534702,0.000402446865504934,0.000239512565972409,0.000116670121224934,1.18483135381331e-09
1,2,400,4000,0.05,0,0.02,0,0,0,100000000,135,0.00351430920858686,0.00187791259392051,0,0,0.022827126404683,0.0033665459243035,0.00787905135280733,0.00285186269305112,0.000397271504245005,0.000219525544503585,0.000117163928643896,4.04212104482696e-06
1,2,400,4000,0.05,0,0.05,0,0,0,10000000,139,0.00882616423905298,0.00482862915783135,0,0,0.0545558719616166,0.00358726279778205,0.0185987570291411,0.00655453048679601,0.000588892604531444,0.000347106335982143,0.000167269583215318,7.06821730033134e-06
1,2,400,4000,0.05,0,0.05,0,0,0,100000000,135,0.00868035798388917,0.00454758621371213,0,0,0.0545755973038197,0.00370715702348297,0.0187067017336314,0.00636630086456269,0.000576692960985294,0.000305390626409138,0.000169756491606843,1.87930211494706e-05
1,2,500,4000,0.02,0,0.01,0,0,0,10000000,140,0.0016497482641374,0.000839838850711601,0,0,0.0105206697869143,0.000286529451892274,0.00376949406594845,0.00125566472253069,0.000167780476895983,0.000124356703461727,5.00035735733986e-05,1.20794631556295e-09
1,2,500,4000,0.02,0,0.01,0,0,0,100000000,123,0.00167235314936958,0.000875736561069842,0,0,0.0105123523789796,0.000331746268850801,0.00388005330698617,0.00125905459910608,0.000164867063601002,0.000112259894501716,5.00036869938943e-05,1.20871700218686e-09
1,2,500,4000,0.02,0,0.02,0,0,0,10000000,140,0.00329266085874266,0.00167326942640042,0,0,0.0208195630976836,0.000422558459785932,0.00743270833630501,0.00244391096172367,0.000223949610862211,0.000171540742932921,6.66702248829172e-05,1.17994650565037e-09
1,2,500,4000,0.02,0,0.02,0,0,0,100000000,123,0.00333760624799423,0.00174522334154078,0,0,0.0207787193209238,0.000430835928297964,0.00772606691586955,0.00248573494317608,0.000217425539176002,0.000144723276908143,6.69413756118e-05,3.00551057744076e-06
1,2,500,4000,0.02,0,0.05,0,0,0,10000000,140,0.00818092765080107,0.00413594441743667,0,0,0.052318165319319,0.00118988234156476,0.0184982324941963,0.00632496698464251,0.00039682593523438,0.00025852625292723,0.000117860662859087,9.92426366137964e-06
1,2,500,4000,0.02,0,0.05,0,0,0,100000000,123,0.00829129359136814,0.00431680178056428,0,0,0.0522707841493094,0.00094451005150747,0.0192595357116722,0.00622936625119508,0.000386400743861702,0.000252012522558145,0.000118702854338056,1.29074664136995e-05
1,2,500,4000,0.05,0,0.01,0,0,0,10000000,140,0.00164975156604525,0.000839849666858311,0,0,0.0119652587127407,0.0008340242092707,0.00427627977428182,0.00143917482090204,0.000335421257435597,0.000242643740527161,0.000100003567621019,1.20007024537288e-09
1,2,500,4000,0.05,0,0.01,0,0,0,100000000,123,0.00167235354839786,0.000875737103333405,0,0,0.0119244789988139,0.000755061076978074,0.00443001634295704,0.00146704874151098,0.000327823325111078,0.000217963471559916,0.000100139215991203,1.50291068367264e-06
1,2,500,4000,0.05,0,0.02,0,0,0,10000000,140,0.0032926641462511,0.00167328016883417,0,0,0.02246891094151,0.00100171863949133,0.00799623404681141,0.00262246327196221,0.000391265355172884,0.00027698801385321,0.0001171464055972,3.96967615569227e-06
1,2,500,4000,0.05,0,0.02,0,0,0,100000000,123,0.0033376066458877,0.00174522388149895,0,0,0.0223423082511253,0.000925492958734718,0.00819884005358593,0.00275563226671025,0.0003892493980491,0.000255539020372049,0.000117212330489812,4.233209448067e-06
1,2,500,4000,0.05,0,0.05,0,0,0,10000000,140,0.00818093089587714,0.00413595494603766,0,0,0.0542173768987423,0.00164042742323247,0.0188724724447027,0.00645128273404558,0.00058295728982185,0.000434362362012589,0.000168455845478102,1.21106601355596e-05
1,2,500,4000,0.05,0,0.05,0,0,0,100000000,123,0.00829129398589853,0.00431680231374125,0,0,0.0540352278011427,0.00163414434984924,0.0195835403481831,0.00660553998849738,0.000567581761487066,0.000374218151685211,0.000169380302576491,1.48419302607507e-05
1,4,200,4000,0.02,0,0.01,0,0,0,10000000,131,0.00783654026801894,0.0242223747985436,0,0,0.0320210048048146,0.0764159155965639,0.0134767763376089,0.0286951761628606,0.000146032996427688,8.12855534362202e-05,5.00040660328122e-05,1.48381581113542e-09
1,4,200,4000,0.02,0,0.01,0,0,0,100000000,147,0.00530993193138044,0.022396032702905,0.00214327002507442,0.0222253234480936,0.0248974880771071,0.0670871843939852,0.00936204296158582,0.0268395125865549,0.00669011267215216,0.0534253940401531,0.00306293618238946,0.0258019038439023
1,4,200,4000,0.02,0,0.02,0,0,0,10000000,131,0.0103687830425811,0.0246803290202172,0,0,0.0423881746678877,0.0768760606607415,0.0175984861816551,0.028996426063114,0.000195740250410267,0.000108059009282493,6.6670706490816e-05,1.47448549421249e-09
1,4,200,4000,0.02,0,0.02,0,0,0,100000000,147,0.00763382064241159,0.0227501133797033,0.00224401386736744,0.0226757355651534,0.0352039904774721,0.0672914967017985,0.0132220353175399,0.0270949018162247,0.00732350781903894,0.0551598826390696,0.0033232597196871,0.0264291769706688
1,4,200,4000,0.02,0,0.05,0,0,0,10000000,131,0.0178668319267834,0.0263607285408133,0,0,0.0742258465858558,0.0774528599390578,0.0298432994440442,0.0303547035107211,0.000357835672296578,0.000201198864841358,0.000118578999493301,1.2513657421926e-05
1,4,200,4000,0.02,0,0.05,0,0,0,100000000,147,0.0145217488264288,0.0241256813717511,0.00254075613957385,0.0240391440081412,0.0668447737351662,0.0686224864556538,0.0246262804985777,0.028308802990774,0.00857534524512449,0.0599627443792387,0.00379923275845474,0.0278231265123625
1,4,200,4000,0.05,0,0.01,0,0,0,10000000,131,0.00822695763622687,0.0255071653799389,0,0,0.0357179746409259,0.081376609995363,0.0149970223305844,0.0305438601293306,0.000294639897367421,0.000172154745983264,0.00010025851018039,2.05156128238311e-06
1,4,200,4000,0.05,0,0.01,0,0,0,100000000,147,0.00551218178990472,0.0233588450007842,0.00224303051257179,0.0231468404753523,0.0278561518633394,0.072051940848327,0.010444987123902,0.0283158182232282,0.00750774312739121,0.0577373120270886,0.00334069288886136,0.0271633364259361
1,4,200,4000,0.05,0,0.02,0,0,0,10000000,131,0.0107573665601775,0.0259628235199757,0,0,0.0462347458750166,0.0817519641395872,0.0191535391715417,0.0308482755977914,0.000347023371613275,0.000206058358103817,0.000117179602674015,4.10296044989036e-06
1,4,200,4000,0.05,0,0.02,0,0,0,100000000,147,0.00783511514536409,0.0237068859940375,0.0023431887890638,0.02359223942043,0.0383291313877622,0.0724828041363811,0.0143063169811598,0.0285726395305483,0.00794811312598562,0.0592293182845438,0.00352055890275743,0.0276095254303271
1,4,200,4000,0.05,0,0.05,0,0,0,10000000,131,0.0182500230351507,0.0276191826386237,0,0,0.078334060664321,0.0820767671917971,0.0314931691869667,0.032072264954309,0.000510986278991098,0.000302611846584214,0.000169215131299924,1.43930361358085e-05
1,4,200,4000,0.05,0,0.05,0,0,0,100000000,147,0.0147202393225069,0.0250517528256979,0.00263821769223486,0.0249391721407596,0.0700052991697096,0.072681009817532,0.0258303847861829,0.0296742017429472,0.0092563358976306,0.0630197174387516,0.00403272692682531,0.0288375210354721
1,4,300,4000,0.02,0,0.01,0,0,0,10000000,142,0.0020504625592459,0.00121948806725348,0,0,0.011255171223681,0.00336598813081321,0.00414959285073811,0.00213368142144448,0.00016337714798049,8.57134440363272e-05,5.02383769973549e-05,1.97093808124443e-06
1,4,300,4000,0.02,0,0.01,0,0,0,100000000,113,0.00208444160233821,0.00178698698354189,1.73891135401496e-05,0.000184848812485988,0.0114748920480067,0.00515783238090456,0.00436230178643266,0.00368099432725828,0.000416486479245982,0.00185613657442199,0.000200499989433885,0.00124181000973708
1,4,300,4000,0.02,0,0.02,0,0,0,10000000,142,0.0040428745420868,0.00228821654112989,0,0,0.021541698922012,0.00342008807060636,0.00782985091383747,0.00319542077453542,0.000219948312716199,0.000115729173822488,6.71397508236232e-05,3.94186589366082e-06
1,4,300,4000,0.02,0,0.02,0,0,0,100000000,113,0.00401809297018875,0.00266507072432485,3.46502894444389e-05,0.000368337629247846,0.0217161239916835,0.00523209946641526,0.00807631437150178,0.0044995672821459,0.000541216503301747,0.00203485155501374,0.000245911634368393,0.00129388699832956
1,4,300,4000,0.02,0,0.05,0,0,0,10000000,142,0.00995853319342894,0.00549920792218732,0,0,0.0529806530344113,0.00350933798086719,0.0188861940007263,0.00680686725299329,0.00039084488437609,0.000209218827161045,0.000117843915025468,9.85468672567619e-06
1,4,300,4000,0.02,0,0.05,0,0,0,100000000,113,0.00976237354999054,0.00551489339087544,8.60313635703407e-05,0.00091452593922111,0.0531531297885898,0.0053433849975622,0.0191740480163215,0.00762772609945513,0.00102166968081134,0.00355359358654574,0.000432344798915192,0.00193800559360009
1,4,300,4000,0.05,0,0.01,0,0,0,10000000,142,0.0020583430722662,0.00124646683078116,0,0,0.0128346100523352,0.00391834568217244,0.00471712261183427,0.00247931434041813,0.000328826680411515,0.000173803077696337,0.000100003618546639,1.31690170718734e-09
1,4,300,4000,0.05,0,0.01,0,0,0,100000000,113,0.00210467353854047,0.00192358422487781,1.74064692418558e-05,0.000185033306125807,0.0130387058987531,0.00598298793147977,0.0049111923294272,0.00423267395847895,0.000588328463529918,0.00193269088386271,0.000252888896336782,0.00128975210396622
1,4,300,4000,0.05,0,0.02,0,0,0,10000000,142,0.00405072883154761,0.0023071667383734,0,0,0.0232068191598416,0.00395165698631674,0.00843103314070881,0.00354367713189972,0.000384817601532399,0.000203263824956373,0.000116670257865866,1.27953548115271e-09
1,4,300,4000,0.05,0,0.02,0,0,0,100000000,113,0.00403822591995407,0.0027791786233148,3.46676112269743e-05,0.000368521762321934,0.0234241143463806,0.00606394077610581,0.00862796218549225,0.00503294331434653,0.000768486924166503,0.00260271074986365,0.000330819916390047,0.00166508471594885
1,4,300,4000,0.05,0,0.05,0,0,0,10000000,142,0.00996630987234836,0.0055125356921933,0,0,0.0550820326697136,0.00402845727537797,0.0196341078595029,0.00718376209897194,0.000566116875868183,0.000308485334261537,0.000169604478523119,1.83327553997628e-05
1,4,300,4000,0.05,0,0.05,0,0,0,100000000,113,0.00978221552028531,0.00560017544190722,8.60485843862106e-05,0.000914708999004821,0.0553066475617036,0.00618948518826069,0.01989245450503,0.00811096095837068,0.001272756190813,0.00434022528534252,0.00054659353596818,0.00264251435832398
1,4,400,4000,0.02,0,0.01,0,0,0,10000000,145,0.00177353582439384,0.00088231576137412,0,0,0.0105664323446422,0.000437819846073066,0.00378698027978555,0.00126707919430525,0.000167935877703001,0.00012072437444891,5.01185139100441e-05,1.38412769124856e-06
1,4,400,4000,0.02,0,0.01,0,0,0,100000000,107,0.00197819860819998,0.000969872564772384,2.5144251560129e-05,0.000260094160560244,0.0105756445767504,0.000662146150954606,0.00402003803344505,0.00126673150660172,0.000212406056758606,0.000481667868724928,7.91314948618635e-05,0.000196391729350182
1,4,400,4000,0.02,0,0.02,0,0,0,10000000,145,0.00353854147826026,0.00175679631424747,0,0,0.0208078544340464,0.000531103964150098,0.00741923124018704,0.00243365446165317,0.000225718678566715,0.000165921283926497,6.69001000019848e-05,2.76820953085033e-06
1,4,400,4000,0.02,0,0.02,0,0,0,100000000,107,0.00394115687040846,0.00190984821366534,5.01496040690009e-05,0.000518751538162248,0.0208580114895532,0.000761617480057753,0.00792121258630142,0.00232142965908402,0.000322459513328906,0.000893053914352632,0.000120564518226342,0.000346338968684743
1,4,400,4000,0.02,0,0.05,0,0,0,10000000,145,0.0087872934479845,0.00434058548641921,0,0,0.0523318924098702,0.0011828662799999,0.0183181131907962,0.00586185859920181,0.000406475074053055,0.000331238423273196,0.000118394287703099,1.19032053694496e-05
1,4,400,4000,0.02,0,0.05,0,0,0,100000000,107,0.00977359428419821,0.00467839914187296,0.000124367079388609,0.00128646307238678,0.0523227481248732,0.0011416020825764,0.0193242585634016,0.00555094123558474,0.000749318551017909,0.00260885536063693,0.00027940041468745,0.00100484202169772
1,4,400,4000,0.05,0,0.01,0,0,0,10000000,145,0.00177373291061984,0.000882618165566665,0,0,0.0120694391673867,0.000929377509916998,0.00427365857220407,0.00146562991988062,0.000343830804876857,0.000265523006781434,0.000100233416898538,1.95077979137989e-06
1,4,400,4000,0.05,0,0.01,0,0,0,100000000,107,0.00197964917862776,0.000975296254674199,2.51458771218393e-05,0.000260110975501324,0.011892256385146,0.0010153511992662,0.00454799073189832,0.00150261852335035,0.000383351582167374,0.000611830589244482,0.000142181115326053,0.000257544679727412
1,4,400,4000,0.05,0,0.02,0,0,0,10000000,145,0.00353873796442677,0.00175709068535764,0,0,0.0224015374313038,0.00111443171590137,0.00800802641680115,0.0026609206742932,0.000396439117710949,0.00030425873276204,0.00011712999712844,3.90135277260931e-06
1,4,400,4000,0.05,0,0.02,0,0,0,100000000,107,0.0039426000199608,0.00191497150089052,5.01512252696701e-05,0.000518768307992368,0.0223149385254945,0.0011940840880816,0.00851071640816364,0.00255740332702224,0.000491594784766942,0.00100799564116968,0.000184427459970897,0.000420612072059673
1,4,400,4000,0.05,0,0.05,0,0,0,10000000,145,0.0087874881562798,0.00434087242194742,0,0,0.0542558132370626,0.00182730708861857,0.0191282861290016,0.00639892852806326,0.000585203849618785,0.000470664523346889,0.000169543742990481,1.52583283131958e-05
1,4,400,4000,0.05,0,0.05,0,0,0,100000000,107,0.00977501562500807,0.00468325351043583,0.00012436868764543,0.00128647970832469,0.054168015822643,0.00158310821026748,0.0201146354492061,0.00594032762266057,0.000871687533545778,0.0023184786328658,0.000340344655110065,0.00103420386780334
1,4,500,4000,0.02,0,0.01,0,0,0,10000000,147,0.00154510711268538,0.000751041601374018,0,0,0.0105204874709492,0.000343185258980412,0.003629666963259,0.00125594049104037,0.000189146109784615,0.000274611407063661,5.00034407048442e-05,1.19309363068603e-09
1,4,500,4000,0.02,0,0.01,0,0,0,100000000,122,0.00161130428011119,0.000903001831625464,0,0,0.0105160414124168,0.000300943028479023,0.00384477314229491,0.00131544388135036,0.000174124786048758,0.000140858606067981,5.49981563243434e-05,5.36661261001564e-05
1,4,500,4000,0.02,0,0.02,0,0,0,10000000,147,0.00308432065659763,0.00149699354103995,0,0,0.0207845089256102,0.000480839383930664,0.00707194097622688,0.00241198976087219,0.000254851397106658,0.00036564973701757,6.66700560109218e-05,1.15896240410092e-09
1,4,500,4000,0.02,0,0.02,0,0,0,100000000,122,0.0032158132752887,0.00179950063390467,0,0,0.0207531832634691,0.000432838920310212,0.00757782453569554,0.00260141547719057,0.000240914935508839,0.000261257377369063,7.78724878435435e-05,0.000120727245406113
1,4,500,4000,0.02,0,0.05,0,0,0,10000000,147,0.00766705070834476,0.00370490741112352,0,0,0.0522755157082357,0.00109722418714575,0.0174831482733377,0.00587221374256048,0.000444254186329966,0.000532320194868597,0.000117236887870301,6.8731931286688e-06
1,4,500,4000,0.02,0,0.05,0,0,0,100000000,122,0.00798907829679062,0.0044506282556109,0,0,0.0522039530566374,0.00101852353625429,0.0188719126450948,0.00623020836445524,0.000412429567615617,0.000409154323507589,0.000135112886067558,0.000188790774287482
1,4,500,4000,0.05,0,0.01,0,0,0,10000000,147,0.00154511109636919,0.000751050318111393,0,0,0.0121067410310941,0.00113444879594204,0.00408522974634136,0.00145549762906419,0.000383998864212188,0.000549107995229366,0.000100003373584616,1.15578295437183e-09
1,4,500,4000,0.05,0,0.01,0,0,0,100000000,122,0.00161130447414258,0.000903002053116533,0,0,0.011864322602011,0.00075682795877453,0.004324320039468,0.00152549449220023,0.000339243986670605,0.000229408760704885,0.000105877938253356,6.48840924082572e-05
1,4,500,4000,0.05,0,0.02,0,0,0,10000000,147,0.00308432462766998,0.00149700221752392,0,0,0.0224992557638355,0.00124134825086191,0.00750109465492727,0.00257156804452036,0.000452104872554551,0.000639905630643413,0.000116669995013157,1.12912324324828e-09
1,4,500,4000,0.05,0,0.02,0,0,0,100000000,122,0.00321581346881046,0.00179950085479639,0,0,0.0222772650608834,0.000875350144625833,0.00808943653473933,0.00282434460537852,0.000403780275913475,0.000296435520892707,0.000125686672679589,9.95894412192436e-05
1,4,500,4000,0.05,0,0.05,0,0,0,10000000,147,0.00766705464205925,0.00370491597714398,0,0,0.0542047780790953,0.00187693714109824,0.0180431570697925,0.00603884167632435,0.000653116916549842,0.00101901918061927,0.000167236875285267,6.87323015724779e-06
1,4,500,4000,0.05,0,0.05,0,0,0,100000000,122,0.00798907848879966,0.00445062847473422,0,0,0.054001403709983,0.00149868042851758,0.0193643989546578,0.0064925368082613,0.000595106192506821,0.000617930016001514,0.000192626518034758,0.00028669665688484
1,6,200,4000,0.02,0,0.01,0,0,0,10000000,139,0.0134081044847969,0.0459768157721104,0,0,0.0442394777230128,0.125059451487867,0.0179207143471534,0.0506140591499868,0.00115457046409136,0.0118625802043163,0.000442574778856691,0.00462691740075149
1,6,200,4000,0.02,0,0.01,0,0,0,100000000,132,0.0079613659975446,0.0282838842163989,0.00482742220211378,0.0281816092076317,0.03029806871967,0.0767545806101757,0.0124846611975824,0.032045886641187,0.0116397527416896,0.0627193091233935,0.00542968754887242,0.0288488023869727
1,6,200,4000,0.02,0,0.02,0,0,0,10000000,139,0.0159548365437834,0.0464231316630668,0,0,0.0546693450257898,0.125379631661121,0.0219740566732533,0.0506714535765427,0.0011595771421548,0.0112975807308899,0.000440927020972569,0.0044067238356104
1,6,200,4000,0.02,0,0.02,0,0,0,100000000,132,0.0104579294190035,0.0287199057244866,0.00523455178456571,0.0288834141760989,0.0406315653910636,0.0769417054873825,0.0164093563355403,0.0322784902904068,0.012688318838487,0.0646103607094406,0.00589894710065097,0.0296284757098237
1,6,200,4000,0.02,0,0.05,0,0,0,10000000,139,0.0234971878824498,0.0478734437644958,0,0,0.0866297277232835,0.126918243884823,0.0342015032627925,0.0510513740561101,0.00116195203319033,0.00951970633385384,0.000426697833008,0.00363382933720979
1,6,200,4000,0.02,0,0.05,0,0,0,100000000,132,0.0178525000174299,0.0302658516002183,0.00643362464856789,0.0311538530676344,0.0724692685716575,0.0784072171876308,0.0283053618008506,0.0332841901740974,0.0158443406130817,0.0711830689766226,0.00723351487301412,0.0320751466936193
1,6,200,4000,0.05,0,0.01,0,0,0,10000000,139,0.0139695676649972,0.0479953196699843,0,0,0.0482979667053073,0.132607575627178,0.0193985647809287,0.0530157020358942,0.00104904228724476,0.00885753218169352,0.000386777506661196,0.00338100979430264
