UEIdx,lambdaBS,lambdaUE,numBlockers,powFactor,GroupCount,mean_rate_before_handoff,std_rate_before_handoff,mean_rate_after_handoff,std_rate_after_handoff,mean_rate_mmW,std_rate_mmW
1,25,50,400,100,99,53005863.2894191,8910992.01736552,41763122.3947293,8904213.76161274,1389879869.55809,387392221.458509
