UEIdx,lambdaBS,lambdaUE,numBlockers,GroupCount,mean_rate_before_handoff,std_rate_before_handoff,mean_rate_after_handoff,std_rate_after_handoff
1,25,10,400,99,66669866.450553,9983737.583322,61984518.8132891,9126242.52850431
