UEIdx,lambdaBS,lambdaUE,numBlockers,deployRange,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,powerFac,lower_bound_thresh,GroupCount,mean_meanOutageDuration_wo_CF,std_meanOutageDuration_wo_CF,mean_outageProbability_wo_CF,std_outageProbability_wo_CF,mean_meanOutageDuration,std_meanOutageDuration,mean_outageProbability,std_outageProbability
1,25,1000,314,100,0.02,0,0.05,0,0,0,400000000,10,0.1,90,0.359000595320382,0.256293203089637,0.0115988467735968,0.0105940680586548,0.0131795545052383,0.06382891415711,0.000456981617941827,0.00252680344415527
2,25,1000,314,100,0.02,0,0.05,0,0,0,400000000,10,0.1,90,0.352073444814267,0.248924275550926,0.0132715998559699,0.0107899597746885,0.00994103477930448,0.0545145513004197,0.00032319235342292,0.00173009775199474
3,25,1000,314,100,0.02,0,0.05,0,0,0,400000000,10,0.1,90,0.358840825251586,0.251309606231463,0.0140888962960192,0.012720430004638,0.0103963318015205,0.0557452807239161,0.000382853178500269,0.00241249088871823
4,25,1000,314,100,0.02,0,0.05,0,0,0,400000000,10,0.1,90,0.342149104321827,0.23542017086448,0.0130845987870259,0.0106978479552388,0.0114017357946551,0.0655898546525183,0.00061012171295096,0.00436645944188388
5,25,1000,314,100,0.02,0,0.05,0,0,0,400000000,10,0.1,90,0.355548141856034,0.240976574229586,0.0123587330269083,0.0101428312175752,0.0100631632121125,0.0522141710969992,0.000283058043730669,0.00139653598185984
6,25,1000,314,100,0.02,0,0.05,0,0,0,400000000,10,0.1,90,0.388184128979544,0.293158855195927,0.0153907304998567,0.0128564459711723,0.0118406330196988,0.0637018252340148,0.000336714087025508,0.00189556944047355
7,25,1000,314,100,0.02,0,0.05,0,0,0,400000000,10,0.1,90,0.337446656729862,0.235733935615559,0.0121489181302573,0.0109481624277564,0.0106388471657327,0.0568074787634508,0.000192873487273337,0.000654838315734942
8,25,1000,314,100,0.02,0,0.05,0,0,0,400000000,10,0.1,90,0.362031922743936,0.255128562809694,0.0147853916085753,0.0124425733786343,0.0101005638086975,0.0545933016893671,0.000372291589941161,0.00218666061014892
