UEIdx,lambdaBS,lambdaUE,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,GroupCount,mean_meanOutageDuration_wo_CF,std_meanOutageDuration_wo_CF,mean_outageProbability_wo_CF,std_outageProbability_wo_CF,mean_meanOutageDuration,std_meanOutageDuration,mean_outageProbability,std_outageProbability
1,25,50,40000,0.05,0,0.05,0,0,0,200000000,99,0.420329535353535,0.256450950317007,0.0199081985410857,0.0145674952146387,0.0532625655625919,0.0577722994072298,0.00262670266303594,0.00320589808497215
