UEIdx,lambdaBS,lambdaUE,numBlockers,powFactor,GroupCount,mean_rate_before_handoff,std_rate_before_handoff,mean_rate_after_handoff,std_rate_after_handoff,mean_rate_mmW,std_rate_mmW
1,25,50,400,1000,99,52402188.9497852,9012730.13066062,25474993.8203663,9092168.04053367,1400345201.99114,384807816.982123
