UEIdx,lambdaBS,lambdaUE,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,GroupCount,mean_meanOutageDuration_wo_CF,std_meanOutageDuration_wo_CF,mean_outageProbability_wo_CF,std_outageProbability_wo_CF,mean_meanOutageDuration,std_meanOutageDuration,mean_outageProbability,std_outageProbability
1,25,10,400,0.05,0,0.05,0,0,0,400000000,99,0.436269050505051,0.266467812020873,0.0207699440978258,0.0154436855917932,0.193214417391089,0.236582092802722,0.00888162236599464,0.0120910553818674
