UEIdx,lambdaBS,lambdaUE,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,powerFac,GroupCount,mean_meanOutageDuration_wo_CF,std_meanOutageDuration_wo_CF,mean_outageProbability_wo_CF,std_outageProbability_wo_CF,mean_meanOutageDuration,std_meanOutageDuration,mean_outageProbability,std_outageProbability
1,25,50,4000,0.02,0,0.05,0,0,0,500000000,1000,53,0.529108334755906,0.222482318854465,0.180233390810828,0.0950978967036403,0.000388279375007153,0.000200481251866128,0.000116670118555411,1.05596991259751e-09
