UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,1000,182904385.1805942952632904,288058043.7360010147094727,229111250.5978872776031494,148952080.7520391941070557,1783827651.5789730548858643
