lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,scs_1,scs_2,mmW_rate_1,mmW_rate_2,users_not_bb
25,1000,400,100.000000,400000000.000000,100.000000,0.100000,0.6805843211323102,48573602.2514163032174110,51426397.7485836967825890,3478401792.9384918212890625,1608107200.5678193569183350,5.9931506849315070
