UE idx,lambdaBS,lambdaUE,numBlockers,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,2.622445e+08,262183502.5809688270092010,259552747.9362465143203735,258063928.4965691566467285,1867688729.7916667461395264
