UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_mmW
1,25,30,400,1000,348621904.3325430750846863,281943419.4393000006675720,9819855827.8125286102294922
