UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,100,188224531.3604972064495087,277869290.8860883116722107,242146066.3151516318321228,152302621.9308604896068573,3320059090.6433982849121094
