UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,100,187338666.4631178081035614,178196876.9092697203159332,150696889.1902119517326355,123048301.2195258438587189,197591614.9026043713092804
