lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,mmW_rate_1,mmW_rate_2,users_not_bb,mmW_rate_1_small,mmW_rate_2_small,users_not_bb_small
25,250,400,100.000000,400000000.000000,10.000000,0.100000,4169562743.6209845542907715,8795461469.9834136962890625,8.1761006289308185,78461307.5479412376880646,95035439.3867583870887756,23.8993710691823900
