UE idx,lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,scs_1,scs_2,mmW_rate_1,mmW_rate_2,users_not_bb
2,25,1000,400,20.000000,400000000.000000,1.000000,0.100000,0.5459389137024606,35890263.3215203061699867,64109736.6784796938300133,953611791.0517598390579224,459756787.5605146288871765,5.8727569331158236
