UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,1,200771772.4049227535724640,285622072.3479440212249756,131946579.3604350239038467,112085752.6030186116695404,221238078.6155296564102173
