UE idx,lambdaBS,lambdaUE,numBlockers,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,200,400,2.721698e+08,271771637.1592746376991272,271045468.4897706508636475,270073947.7152129411697388,1595000441.4017159938812256
