lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,scs_1,scs_2,mmW_rate_1,mmW_rate_2,users_not_bb
25,1000,400,20.000000,400000000.000000,10.000000,0.100000,0.5347316734123917,34546611.4310240894556046,65453388.5689759105443954,1684055887.4883382320404053,1082597927.4605975151062012,5.8727569331158236
