lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,bw_allotted
25,2500,400,100.000000,400000000.000000,10.000000,0.100000,0.0095370790562667,3669886743.4680747985839844
