UE idx,lambdaBS,lambdaUE,numBlockers,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,200,400,3.088036e+08,308316150.1192881464958191,289796712.8757238388061523,288935650.2726718187332153,648797231.4140059947967529
