UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_mmW
1,25,30,400,1000,322415380.4007987976074219,244924622.7916084825992584,8725402062.6205635070800781
