lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,scs_1,scs_2,mmW_rate_1,mmW_rate_2,users_not_bb
25,1000,400,60.000000,400000000.000000,1.000000,0.100000,0.6540791764643660,46489658.6538758426904678,53510341.3461241573095322,1588821502.8185746669769287,1494849135.6447088718414307,3.5335689045936394
