UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,1000,172345782.1306602060794830,240039019.3118539154529572,235787296.4159588217735291,279770369.8312252759933472,71736344.4595322161912918
