UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,1000,184730025.7570905089378357,250718418.8776640594005585,286237257.8570669889450073,86224044.6010407656431198,3980345353.6956205368041992
