UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_mmW
1,25,30,400,1000,356165945.2369148135185242,281847677.0448490977287292,9647501017.3262615203857422
