UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_mmW
1,25,50,400,1.000000e+29,327163699.4377647638320923,260057159.6494674086570740,7729481768.0255413055419922
