UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,10,187591944.5388635098934174,290614365.4537501931190491,200544894.0647850632667542,219900914.2353655397891998,2417491426.4575672149658203
