lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,mmW_rate_1,mmW_rate_2,users_not_bb,mmW_rate_1_small,mmW_rate_2_small,users_not_bb_small
25,250,400,100.000000,50000000.000000,10.000000,0.100000,734316774.3308107852935791,725843406.8381170034408569,8.0745341614906838,0.0000000000000000,0.0000000000000000,0.0000000000000000
