UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_mmW
1,25,40,400,1000,340058453.1785780191421509,276244845.3987528085708618,14109019572.2684326171875000
