lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,scs_1,scs_2,mmW_rate_1,mmW_rate_2,users_not_bb
25,1000,400,80.000000,400000000.000000,100.000000,0.100000,0.6149869812565749,43088226.1466964855790138,56911773.8533035144209862,2266245587.3782525062561035,1723475209.5244960784912109,4.9050632911392409
