lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,mmW_rate_1,mmW_rate_2,users_not_bb,mmW_rate_1_small,mmW_rate_2_small,users_not_bb_small
25,250,400,100.000000,400000000.000000,10.000000,0.100000,606301186.4082807302474976,667263939.1400321722030640,4.8780487804878048,0.0000000000000000,0.0000000000000000,0.0000000000000000
