UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,10000,175373698.6757040023803711,216385588.9871363043785095,317664195.8123533129692078,50926890.9458413049578667,4529888156.0322818756103516
