UE idx,lambdaBS,lambdaUE,numBlockers,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,200,400,2.807968e+08,280083574.5527316331863403,270421719.1893584132194519,269279212.8159044981002808,838145638.7014329433441162
