lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,scs_1,scs_2,mmW_rate_1,mmW_rate_2,users_not_bb
25,1000,400,40.000000,400000000.000000,10.000000,0.100000,0.8798896416231008,60222284.3134773597121239,39777715.6865226402878761,2090623129.0063984394073486,2055623530.1865797042846680,2.4432809773123911
