lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,mmW_rate_1,mmW_rate_2,users_not_bb,mmW_rate_1_small,mmW_rate_2_small,users_not_bb_small
25,250,400,100.000000,100000000.000000,10.000000,0.100000,1074176277.2635028362274170,879766445.0916016101837158,6.7567567567567570,381712191.5674782395362854,259428649.8897638320922852,0.6756756756756757
