UE idx,lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,mean_rate_before_handoff,mean_rate_after_handoff
1,25,1000,400,20.000000,400000000.000000,1.000000,0.100000,165731393.8187580704689026,75655854.7623974978923798
