UE idx,lambdaBS,lambdaUE,numBlockers,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,2.682065e+08,267699258.1682907640933990,264293228.1068821847438812,259775618.0871381163597107,2292813438.3207778930664062
