UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_mmW
1,25,20,400,1000,362384950.4291733503341675,310478711.5374191999435425,8557921139.0214157104492188
