lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,mmW_rate_1,mmW_rate_2,users_not_bb
25,250,400,100.000000,400000000.000000,10.000000,0.100000,3926963439.2417726516723633,6344943330.2230348587036133,6.0000000000000000,0.0000000000000000,0.0000000000000000,14.0000000000000000
