lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,bw_allotted
25,2000,400,100.000000,400000000.000000,10.000000,0.100000,0.2708058677964309,129243876.0090311616659164
