UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_mmW
1,25,40,400,1000,320565170.3159011602401733,266137754.8716812133789062,7845572202.4226875305175781
