lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,bw_allotted
25,1000,400,100.000000,400000000.000000,10.000000,0.100000,0.6613203337077140,52924427.4159413129091263
