UE idx,lambdaBS,lambdaUE,numBlockers,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,230,400,2.676385e+08,267272121.1440466642379761,262601431.1402024030685425,261986399.0337977111339569,328801919.7229498624801636
