lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,mmW_rate_1,mmW_rate_2,users_not_bb,mmW_rate_1_small,mmW_rate_2_small,users_not_bb_small
25,250,400,100.000000,50000000.000000,10.000000,0.100000,717928984.2921024560928345,868121246.9283566474914551,7.4324324324324325,271340501.6297477483749390,455970180.7089289426803589,0.6756756756756757
