lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,scs_1,scs_2,mmW_rate_1,mmW_rate_2,users_not_bb
25,1000,400,20.000000,400000000.000000,10.000000,0.100000,0.5979518524579195,41466859.1524045765399933,58533140.8475954234600067,1985767345.3734683990478516,3046539209.7847709655761719,4.8252911813643928
