lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,bw_allotted
25,2000,400,100.000000,400000000.000000,10.000000,0.100000,0.2503465916881218,139806177.3639103472232819
