UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,10000,159969356.8781114220619202,237164921.3964966535568237,285983195.6216967105865479,435887337.7874504923820496,375566358.9937598705291748
