lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,bw_allotted
25,1500,400,100.000000,400000000.000000,10.000000,0.100000,0.4017973189657286,87108595.1745370626449585
